project_id,asset_class,database,sector_code,country,region,invest_usd,supplying_sector,sourcing_country,trade_share,spend_M$,GHG_tCO2e,Employment_FTE,Water_1000m3,ValueAdded_M$,Energy_TJ,NOx_t
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Construction,Global,0.1038,0.32154,68.616,4.051,0.24951,0.15434,0.57877,0.25723
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Energy_Utilities,Asia,0.8053,4.46,1252.797,25.609,7.72829,2.8544,47.38753,9.03151
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Energy_Utilities,Europe,0.0714,0.39538,34.376,1.238,0.39665,0.25304,2.41973,0.40329
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Energy_Utilities,LATAM,0.0227,0.1258,26.924,0.646,0.19361,0.08051,1.22972,0.24532
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Energy_Utilities,Africa,0.013,0.07189,22.837,0.463,0.13522,0.04601,0.82491,0.15635
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Energy_Utilities,Global,0.0876,0.48524,81.132,2.111,0.55317,0.31055,4.12453,0.72786
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Manufacturing,Asia,0.758,7.13154,3382.062,71.293,15.51538,2.99525,28.52617,11.5531
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Manufacturing,Europe,0.0887,0.83484,243.638,4.232,1.00631,0.35063,1.92346,0.68123
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Manufacturing,LATAM,0.0282,0.26563,114.344,2.281,0.49981,0.11156,0.97752,0.41438
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Manufacturing,Africa,0.0161,0.15179,76.414,1.624,0.33916,0.06375,0.65573,0.26411
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Manufacturing,Global,0.1089,1.02457,373.764,7.213,1.50612,0.43032,3.27863,1.22949
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Transport_Logistics,Asia,0.8093,3.2627,692.304,40.973,2.59345,1.95762,8.56459,12.333
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Transport_Logistics,Europe,0.0699,0.28197,38.291,2.001,0.12668,0.16918,0.42634,0.53687
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Transport_Logistics,LATAM,0.0223,0.08972,17.971,0.963,0.06305,0.05383,0.21667,0.32657
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Transport_Logistics,Africa,0.0127,0.05127,11.487,0.69,0.04193,0.03076,0.14534,0.20814
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Transport_Logistics,Global,0.0858,0.34605,58.743,3.149,0.19933,0.20763,0.72671,0.96895
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Health_Social,Asia,0.8185,2.61708,454.619,59.534,3.31283,1.83196,2.94422,1.41322
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Health_Social,Europe,0.0665,0.21279,21.282,2.454,0.14861,0.14895,0.13789,0.05788
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Health_Social,LATAM,0.0212,0.06771,10.87,1.388,0.07684,0.04739,0.07007,0.03521
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Health_Social,Africa,0.0121,0.03869,7.23,1.004,0.05235,0.02708,0.04701,0.02244
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Health_Social,Global,0.0817,0.26115,34.367,4.184,0.22798,0.1828,0.23503,0.10446
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Agriculture,Asia,0.8134,1.29967,210.156,39.458,9.77025,0.98775,4.54884,1.5791
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Agriculture,Europe,0.0684,0.10929,13.656,1.635,0.37105,0.08306,0.22034,0.06689
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Agriculture,LATAM,0.0218,0.03478,5.521,0.903,0.22769,0.02643,0.11198,0.04069
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Agriculture,Africa,0.0124,0.01987,3.272,0.647,0.15902,0.0151,0.07511,0.02593
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Agriculture,Global,0.084,0.13413,19.718,2.951,0.65055,0.10194,0.37557,0.12072
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Mining_Extraction,Asia,0.7771,6.25507,2524.046,54.714,15.99697,3.50284,35.18477,11.82208
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Mining_Extraction,Europe,0.0817,0.65771,146.991,2.917,0.90922,0.36832,2.13099,0.62614
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Mining_Extraction,LATAM,0.026,0.20927,79.249,1.573,0.46288,0.11719,1.08298,0.38088
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Mining_Extraction,Africa,0.0149,0.11958,51.224,1.12,0.3141,0.06697,0.72647,0.24276
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Mining_Extraction,Global,0.1003,0.80719,250.553,4.972,1.39483,0.45203,3.63237,1.13007
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Water_Waste,Asia,0.8183,1.75521,242.113,26.16,20.06273,1.21109,2.63281,1.18477
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Water_Waste,Europe,0.0666,0.14292,10.455,1.204,0.91356,0.09862,0.12349,0.04859
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Water_Waste,LATAM,0.0212,0.04548,5.608,0.58,0.46167,0.03138,0.06276,0.02956
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Water_Waste,Africa,0.0121,0.02599,4.019,0.443,0.30289,0.01793,0.0421,0.01884
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Water_Waste,Global,0.0818,0.1754,18.33,1.894,1.31905,0.12103,0.21049,0.0877
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Construction,Europe,0.7066,0.0292,4.86,0.25,0.01699,0.01401,0.03784,0.01588
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Construction,Asia,0.1505,0.00622,1.725,0.108,0.00685,0.00298,0.01399,0.00672
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Construction,LATAM,0.0263,0.00109,0.279,0.017,0.00106,0.00052,0.00225,0.00113
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Construction,Africa,0.015,0.00062,0.186,0.012,0.00075,0.0003,0.00151,0.00072
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Construction,Global,0.1016,0.0042,0.896,0.053,0.00326,0.00201,0.00756,0.00336
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,Europe,0.7522,0.05555,4.829,0.174,0.05572,0.03555,0.33994,0.05666
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,Asia,0.1271,0.00938,2.636,0.054,0.01626,0.00601,0.0997,0.019
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,LATAM,0.0222,0.00164,0.351,0.008,0.00253,0.00105,0.01605,0.0032
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,Africa,0.0127,0.00094,0.298,0.006,0.00177,0.0006,0.01077,0.00204
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,Global,0.0858,0.00633,1.059,0.028,0.00722,0.00405,0.05384,0.0095
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,Europe,0.692,0.08681,25.334,0.44,0.10464,0.03646,0.20001,0.07084
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,Asia,0.1579,0.01981,9.397,0.198,0.04311,0.00832,0.07926,0.0321
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,LATAM,0.0276,0.00347,1.493,0.03,0.00652,0.00146,0.01276,0.00541
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,Africa,0.0158,0.00198,0.997,0.021,0.00443,0.00083,0.00856,0.00345
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,Global,0.1066,0.01337,4.879,0.094,0.01966,0.00562,0.0428,0.01605
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,Europe,0.7572,0.04071,5.528,0.289,0.01829,0.02442,0.06155,0.0775
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,Asia,0.1245,0.00669,1.42,0.084,0.00532,0.00402,0.01757,0.0253
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,LATAM,0.0218,0.00117,0.235,0.013,0.00082,0.0007,0.00283,0.00426
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,Africa,0.0124,0.00067,0.15,0.009,0.00055,0.0004,0.0019,0.00272
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,Global,0.084,0.00452,0.767,0.041,0.0026,0.00271,0.00949,0.01265
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,Europe,0.769,0.03278,3.279,0.378,0.0229,0.02295,0.02124,0.00892
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,Asia,0.1185,0.00505,0.877,0.115,0.00639,0.00354,0.00568,0.00273
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,LATAM,0.0207,0.00088,0.142,0.018,0.001,0.00062,0.00091,0.00046
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,Africa,0.0118,0.00051,0.094,0.013,0.00068,0.00035,0.00061,0.00029
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,Global,0.08,0.00341,0.449,0.055,0.00298,0.00239,0.00307,0.00136
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,Europe,0.7626,0.01624,2.03,0.243,0.05515,0.01235,0.03275,0.00994
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,Asia,0.1218,0.00259,0.419,0.079,0.0195,0.00197,0.00908,0.00315
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,LATAM,0.0213,0.00045,0.072,0.012,0.00297,0.00034,0.00146,0.00053
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,Africa,0.0122,0.00026,0.043,0.008,0.00208,0.0002,0.00098,0.00034
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,Global,0.0822,0.00175,0.257,0.039,0.00849,0.00133,0.0049,0.00158
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Mining_Extraction,Europe,0.7164,0.07688,17.181,0.341,0.10628,0.04305,0.24909,0.07319
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Mining_Extraction,Asia,0.1455,0.01561,6.299,0.137,0.03992,0.00874,0.08781,0.0295
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Mining_Extraction,LATAM,0.0255,0.00273,1.034,0.021,0.00604,0.00153,0.01414,0.00497
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Mining_Extraction,Africa,0.0145,0.00156,0.669,0.015,0.0041,0.00087,0.00948,0.00317
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Mining_Extraction,Global,0.0982,0.01054,3.271,0.065,0.01821,0.0059,0.04742,0.01475
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Water_Waste,Europe,0.7687,0.02199,1.608,0.185,0.14053,0.01517,0.019,0.00748
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Water_Waste,Asia,0.1186,0.00339,0.468,0.051,0.03877,0.00234,0.00509,0.00229
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Water_Waste,LATAM,0.0208,0.00059,0.073,0.008,0.00603,0.00041,0.00082,0.00039
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Water_Waste,Africa,0.0119,0.00034,0.052,0.006,0.00395,0.00023,0.00055,0.00025
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Water_Waste,Global,0.0801,0.00229,0.239,0.025,0.01722,0.00158,0.00275,0.00114
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Construction,Europe,0.7066,28.20089,4694.095,241.625,16.41292,13.53643,36.54836,15.34129
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Construction,Asia,0.1505,6.00618,1666.235,104.435,6.61833,2.88297,13.51391,6.48668
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Construction,LATAM,0.0263,1.05108,269.161,16.157,1.01955,0.50452,2.17574,1.09313
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Construction,Africa,0.015,0.60062,179.441,11.957,0.72242,0.2883,1.4595,0.69672
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Construction,Global,0.1016,4.05417,865.161,51.083,3.14604,1.946,7.29751,3.24334
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Energy_Utilities,Europe,0.7522,53.8195,4679.283,168.563,53.99173,34.44448,329.37536,54.89589
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Energy_Utilities,Asia,0.1271,9.09229,2553.987,52.208,15.75511,5.81906,96.60553,18.41188
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Energy_Utilities,LATAM,0.0222,1.59115,340.532,8.167,2.44878,1.01834,15.55349,3.10274
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Energy_Utilities,Africa,0.0127,0.90923,288.844,5.854,1.71026,0.58191,10.4334,1.97757
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Energy_Utilities,Global,0.0858,6.13729,1026.155,26.697,6.99651,3.92787,52.16699,9.20594
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Manufacturing,Europe,0.692,83.3175,24315.381,422.32,100.43092,34.99335,191.96353,67.98708
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Manufacturing,Asia,0.1579,19.01719,9018.711,190.111,41.37379,7.98722,76.06875,30.80784
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Manufacturing,LATAM,0.0276,3.32801,1432.587,28.584,6.26198,1.39776,12.24707,5.19169
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Manufacturing,Africa,0.0158,1.90172,957.371,20.35,4.2492,0.79872,8.21542,3.30899
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Manufacturing,Global,0.1066,12.8366,4682.792,90.37,18.8698,5.39137,41.07712,15.40392
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Transport_Logistics,Europe,0.7572,39.41056,5351.954,279.736,17.70638,23.64633,59.58876,75.0377
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Transport_Logistics,Asia,0.1245,6.4792,1374.806,81.366,5.15019,3.88752,17.00791,24.49139
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Transport_Logistics,LATAM,0.0218,1.13386,227.118,12.175,0.79679,0.68032,2.73827,4.12725
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Transport_Logistics,Africa,0.0124,0.64792,145.179,8.726,0.52995,0.38875,1.83685,2.63056
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Transport_Logistics,Global,0.084,4.37346,742.395,39.799,2.51911,2.62408,9.18427,12.24569
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Health_Social,Europe,0.769,31.91056,3191.567,368.069,22.28634,22.33739,20.67805,8.67967
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Health_Social,Asia,0.1185,4.9157,853.916,111.824,6.22254,3.44099,5.53016,2.65448
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Health_Social,LATAM,0.0207,0.86025,138.115,17.64,0.9763,0.60217,0.89036,0.44733
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Health_Social,Africa,0.0118,0.49157,91.861,12.757,0.66517,0.3441,0.59726,0.28511
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Health_Social,Global,0.08,3.3181,436.662,53.156,2.8967,2.32267,2.98629,1.32724
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Agriculture,Europe,0.7626,15.8797,1984.168,237.56,53.91158,12.06857,32.01347,9.71838
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Agriculture,Asia,0.1218,2.53564,410.013,76.982,19.06167,1.92709,8.87474,3.0808
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Agriculture,LATAM,0.0213,0.44374,70.448,11.519,2.90537,0.33724,1.42883,0.51917
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Agriculture,Africa,0.0122,0.25356,41.747,8.256,2.02915,0.19271,0.95847,0.3309
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Agriculture,Global,0.0822,1.71156,251.599,37.654,8.30105,1.30078,4.79236,1.5404
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Mining_Extraction,Europe,0.7164,74.28023,16600.74,329.448,102.68499,41.59693,240.66795,70.71478
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Mining_Extraction,Asia,0.1455,15.08255,6086.111,131.93,38.57272,8.44623,84.83935,28.50602
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Mining_Extraction,LATAM,0.0255,2.63945,999.527,19.836,5.83803,1.47809,13.65913,4.80379
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Mining_Extraction,Africa,0.0145,1.50826,646.064,14.122,3.96152,0.84462,9.16265,3.06176
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Mining_Extraction,Global,0.0982,10.18072,3160.096,62.713,17.59229,5.7012,45.81325,14.25301
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Water_Waste,Europe,0.7687,21.49474,1572.34,181.072,137.39439,14.83137,18.57146,7.30821
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Water_Waste,Asia,0.1186,3.3164,457.465,49.428,37.90783,2.28832,4.97461,2.23857
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Water_Waste,LATAM,0.0208,0.58037,71.566,7.396,5.89192,0.40046,0.80091,0.37724
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Water_Waste,Africa,0.0119,0.33164,51.292,5.659,3.8656,0.22883,0.53726,0.24044
Rail_EU_DEV,Transport,exiobase,Rail_Dev,Europe,Europe,1998000000.0000002,Water_Waste,Global,0.0801,2.23857,233.931,24.177,16.83407,1.54462,2.68629,1.11929
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Construction,Europe,0.7066,0.00156,0.259,0.013,0.00091,0.00075,0.00202,0.00085
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Construction,Asia,0.1505,0.00033,0.092,0.006,0.00037,0.00016,0.00075,0.00036
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Construction,LATAM,0.0263,6e-05,0.015,0.001,6e-05,3e-05,0.00012,6e-05
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Construction,Africa,0.015,3e-05,0.01,0.001,4e-05,2e-05,8e-05,4e-05
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Construction,Global,0.1016,0.00022,0.048,0.003,0.00017,0.00011,0.0004,0.00018
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Energy_Utilities,Europe,0.7522,0.00319,0.278,0.01,0.0032,0.00204,0.01954,0.00326
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Energy_Utilities,Asia,0.1271,0.00054,0.152,0.003,0.00093,0.00035,0.00573,0.00109
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Energy_Utilities,LATAM,0.0222,9e-05,0.02,0.0,0.00015,6e-05,0.00092,0.00018
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Energy_Utilities,Africa,0.0127,5e-05,0.017,0.0,0.0001,3e-05,0.00062,0.00012
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Energy_Utilities,Global,0.0858,0.00036,0.061,0.002,0.00042,0.00023,0.0031,0.00055
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Manufacturing,Europe,0.692,0.00476,1.39,0.024,0.00574,0.002,0.01097,0.00389
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Manufacturing,Asia,0.1579,0.00109,0.516,0.011,0.00237,0.00046,0.00435,0.00176
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Manufacturing,LATAM,0.0276,0.00019,0.082,0.002,0.00036,8e-05,0.0007,0.0003
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Manufacturing,Africa,0.0158,0.00011,0.055,0.001,0.00024,5e-05,0.00047,0.00019
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Manufacturing,Global,0.1066,0.00073,0.268,0.005,0.00108,0.00031,0.00235,0.00088
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Transport_Logistics,Europe,0.7572,0.00231,0.313,0.016,0.00104,0.00138,0.00349,0.00439
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Transport_Logistics,Asia,0.1245,0.00038,0.08,0.005,0.0003,0.00023,0.001,0.00143
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Transport_Logistics,LATAM,0.0218,7e-05,0.013,0.001,5e-05,4e-05,0.00016,0.00024
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Transport_Logistics,Africa,0.0124,4e-05,0.008,0.001,3e-05,2e-05,0.00011,0.00015
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Transport_Logistics,Global,0.084,0.00026,0.043,0.002,0.00015,0.00015,0.00054,0.00072
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Health_Social,Europe,0.769,0.0019,0.19,0.022,0.00133,0.00133,0.00123,0.00052
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Health_Social,Asia,0.1185,0.00029,0.051,0.007,0.00037,0.0002,0.00033,0.00016
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Health_Social,LATAM,0.0207,5e-05,0.008,0.001,6e-05,4e-05,5e-05,3e-05
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Health_Social,Africa,0.0118,3e-05,0.005,0.001,4e-05,2e-05,4e-05,2e-05
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Health_Social,Global,0.08,0.0002,0.026,0.003,0.00017,0.00014,0.00018,8e-05
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Agriculture,Europe,0.7626,0.00096,0.12,0.014,0.00327,0.00073,0.00194,0.00059
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Agriculture,Asia,0.1218,0.00015,0.025,0.005,0.00116,0.00012,0.00054,0.00019
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Agriculture,LATAM,0.0213,3e-05,0.004,0.001,0.00018,2e-05,9e-05,3e-05
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Agriculture,Africa,0.0122,2e-05,0.003,0.001,0.00012,1e-05,6e-05,2e-05
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Agriculture,Global,0.0822,0.0001,0.015,0.002,0.0005,8e-05,0.00029,9e-05
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Mining_Extraction,Europe,0.7164,0.00415,0.928,0.018,0.00574,0.00233,0.01346,0.00395
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Mining_Extraction,Asia,0.1455,0.00084,0.34,0.007,0.00216,0.00047,0.00474,0.00159
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Mining_Extraction,LATAM,0.0255,0.00015,0.056,0.001,0.00033,8e-05,0.00076,0.00027
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Mining_Extraction,Africa,0.0145,8e-05,0.036,0.001,0.00022,5e-05,0.00051,0.00017
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Mining_Extraction,Global,0.0982,0.00057,0.177,0.004,0.00098,0.00032,0.00256,0.0008
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Water_Waste,Europe,0.7687,0.00131,0.096,0.011,0.0084,0.00091,0.00114,0.00045
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Water_Waste,Asia,0.1186,0.0002,0.028,0.003,0.00232,0.00014,0.0003,0.00014
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Water_Waste,LATAM,0.0208,4e-05,0.004,0.0,0.00036,2e-05,5e-05,2e-05
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Water_Waste,Africa,0.0119,2e-05,0.003,0.0,0.00024,1e-05,3e-05,1e-05
Rail_EU_OP1,Transport,exiobase,Rail_Op,Europe,Europe,140400.0,Water_Waste,Global,0.0801,0.00014,0.014,0.001,0.00103,9e-05,0.00016,7e-05
Rail_EU_OP2,Transport,exiobase,Rail_Op,Europe,Europe,97200.0,Construction,Europe,0.7066,0.00108,0.18,0.009,0.00063,0.00052,0.0014,0.00059
